_year	sex	dep	age	rate	gor
2010	1	5	39	.0022685	3
2010	1	5	39	.0021374	4
2010	1	5	39	.0018783	5
2010	1	5	39	.002123	6
2010	1	5	39	.0014936	7
2010	1	5	39	.0019115	8
2010	1	5	39	.0023645	9
2011	1	1	39	.0008076	1
2011	1	1	39	.000855	2
2011	1	1	39	.0008451	3
2011	1	1	39	.0007827	4
2011	1	1	39	.0008388	5
2011	1	1	39	.00071	6
2011	1	1	39	.0006036	7
2011	1	1	39	.000683	8
2011	1	1	39	.0007973	9
2011	1	2	39	.0009815	1
2011	1	2	39	.0010539	2
2011	1	2	39	.0010142	3
2011	1	2	39	.0009534	4
2011	1	2	39	.0010056	5
2011	1	2	39	.00091	6
2011	1	2	39	.0007285	7
2011	1	2	39	.0008747	8
2011	1	2	39	.0010031	9
2011	1	3	39	.0012576	1
2011	1	3	39	.0013467	2
2011	1	3	39	.0012929	3
2011	1	3	39	.0012083	4
2011	1	3	39	.0011913	5
2011	1	3	39	.0011598	6
2011	1	3	39	.0008823	7
2011	1	3	39	.0011192	8
2011	1	3	39	.0012645	9
2011	1	4	39	.0016834	1
2011	1	4	39	.0018005	2
2011	1	4	39	.0016668	3
2011	1	4	39	.001629	4
2011	1	4	39	.0014697	5
2011	1	4	39	.0015526	6
2011	1	4	39	.0011008	7
2011	1	4	39	.0014543	8
2011	1	4	39	.0016831	9
2011	1	5	39	.0023648	1
2011	1	5	39	.0025035	2
2011	1	5	39	.0022632	3
2011	1	5	39	.0021141	4
2011	1	5	39	.0018519	5
2011	1	5	39	.0021173	6
2011	1	5	39	.0014161	7
2011	1	5	39	.0018596	8
2011	1	5	39	.0023601	9
2012	1	1	39	.0008076	1
2012	1	1	39	.000855	2
2012	1	1	39	.0008451	3
2012	1	1	39	.0007827	4
2012	1	1	39	.0008388	5
2012	1	1	39	.00071	6
2012	1	1	39	.0006036	7
2012	1	1	39	.000683	8
2012	1	1	39	.0007973	9
2012	1	2	39	.0009815	1
2012	1	2	39	.0010539	2
2012	1	2	39	.0010142	3
2012	1	2	39	.0009534	4
2012	1	2	39	.0010056	5
2012	1	2	39	.00091	6
2012	1	2	39	.0007285	7
2012	1	2	39	.0008747	8
2012	1	2	39	.0010031	9
2012	1	3	39	.0012576	1
2012	1	3	39	.0013467	2
2012	1	3	39	.0012929	3
2012	1	3	39	.0012083	4
2012	1	3	39	.0011913	5
2012	1	3	39	.0011598	6
2012	1	3	39	.0008823	7
2012	1	3	39	.0011192	8
2012	1	3	39	.0012645	9
2012	1	4	39	.0016834	1
2012	1	4	39	.0018005	2
2012	1	4	39	.0016668	3
2012	1	4	39	.001629	4
2012	1	4	39	.0014697	5
2012	1	4	39	.0015526	6
2012	1	4	39	.0011008	7
2012	1	4	39	.0014543	8
2012	1	4	39	.0016831	9
2012	1	5	39	.0023648	1
2012	1	5	39	.0025035	2
2012	1	5	39	.0022632	3
2012	1	5	39	.0021141	4
2012	1	5	39	.0018519	5
2012	1	5	39	.0021173	6
2012	1	5	39	.0014161	7
2012	1	5	39	.0018596	8
2012	1	5	39	.0023601	9
2013	1	1	39	.0008076	1
2013	1	1	39	.000855	2
2013	1	1	39	.0008451	3
2013	1	1	39	.0007827	4
2013	1	1	39	.0008388	5
2013	1	1	39	.00071	6
2013	1	1	39	.0006036	7
2013	1	1	39	.000683	8
2013	1	1	39	.0007973	9
2013	1	2	39	.0009815	1
2013	1	2	39	.0010539	2
2013	1	2	39	.0010142	3
2013	1	2	39	.0009534	4
2013	1	2	39	.0010056	5
2013	1	2	39	.00091	6
2013	1	2	39	.0007285	7
2013	1	2	39	.0008747	8
2013	1	2	39	.0010031	9
2013	1	3	39	.0012576	1
2013	1	3	39	.0013467	2
2013	1	3	39	.0012929	3
2013	1	3	39	.0012083	4
2013	1	3	39	.0011913	5
2013	1	3	39	.0011598	6
2013	1	3	39	.0008823	7
2013	1	3	39	.0011192	8
2013	1	3	39	.0012645	9
2013	1	4	39	.0016834	1
2013	1	4	39	.0018005	2
2013	1	4	39	.0016668	3
2013	1	4	39	.001629	4
2013	1	4	39	.0014697	5
2013	1	4	39	.0015526	6
2013	1	4	39	.0011008	7
2013	1	4	39	.0014543	8
2013	1	4	39	.0016831	9
2013	1	5	39	.0023648	1
2013	1	5	39	.0025035	2
2013	1	5	39	.0022632	3
2013	1	5	39	.0021141	4
2013	1	5	39	.0018519	5
2013	1	5	39	.0021173	6
2013	1	5	39	.0014161	7
2013	1	5	39	.0018596	8
2013	1	5	39	.0023601	9
2014	1	1	39	.0008076	1
2014	1	1	39	.000855	2
2014	1	1	39	.0008451	3
2014	1	1	39	.0007827	4
2014	1	1	39	.0008388	5
2014	1	1	39	.00071	6
2014	1	1	39	.0006036	7
2014	1	1	39	.000683	8
2014	1	1	39	.0007973	9
2014	1	2	39	.0009815	1
2014	1	2	39	.0010539	2
2014	1	2	39	.0010142	3
2014	1	2	39	.0009534	4
2014	1	2	39	.0010056	5
2014	1	2	39	.00091	6
2014	1	2	39	.0007285	7
2014	1	2	39	.0008747	8
2014	1	2	39	.0010031	9
2014	1	3	39	.0012576	1
2014	1	3	39	.0013467	2
2014	1	3	39	.0012929	3
2014	1	3	39	.0012083	4
2014	1	3	39	.0011913	5
2014	1	3	39	.0011598	6
2014	1	3	39	.0008823	7
2014	1	3	39	.0011192	8
2014	1	3	39	.0012645	9
2014	1	4	39	.0016834	1
2014	1	4	39	.0018005	2
2014	1	4	39	.0016668	3
2014	1	4	39	.001629	4
2014	1	4	39	.0014697	5
2014	1	4	39	.0015526	6
2014	1	4	39	.0011008	7
2014	1	4	39	.0014543	8
2014	1	4	39	.0016831	9
2014	1	5	39	.0023648	1
2014	1	5	39	.0025035	2
2014	1	5	39	.0022632	3
2014	1	5	39	.0021141	4
2014	1	5	39	.0018519	5
2014	1	5	39	.0021173	6
2014	1	5	39	.0014161	7
2014	1	5	39	.0018596	8
2014	1	5	39	.0023601	9
2015	1	1	39	.0008076	1
2015	1	1	39	.000855	2
2015	1	1	39	.0008451	3
2015	1	1	39	.0007827	4
2015	1	1	39	.0008388	5
2015	1	1	39	.00071	6
2015	1	1	39	.0006036	7
2015	1	1	39	.000683	8
2015	1	1	39	.0007973	9
2015	1	2	39	.0009815	1
2015	1	2	39	.0010539	2
2015	1	2	39	.0010142	3
2015	1	2	39	.0009534	4
2015	1	2	39	.0010056	5
2015	1	2	39	.00091	6
2015	1	2	39	.0007285	7
2015	1	2	39	.0008747	8
2015	1	2	39	.0010031	9
2015	1	3	39	.0012576	1
2015	1	3	39	.0013467	2
2015	1	3	39	.0012929	3
2015	1	3	39	.0012083	4
2015	1	3	39	.0011913	5
2015	1	3	39	.0011598	6
2015	1	3	39	.0008823	7
2015	1	3	39	.0011192	8
2015	1	3	39	.0012645	9
2015	1	4	39	.0016834	1
2015	1	4	39	.0018005	2
2015	1	4	39	.0016668	3
2015	1	4	39	.001629	4
2015	1	4	39	.0014697	5
2015	1	4	39	.0015526	6
2015	1	4	39	.0011008	7
2015	1	4	39	.0014543	8
2015	1	4	39	.0016831	9
2015	1	5	39	.0023648	1
2015	1	5	39	.0025035	2
2015	1	5	39	.0022632	3
2015	1	5	39	.0021141	4
2015	1	5	39	.0018519	5
2015	1	5	39	.0021173	6
2015	1	5	39	.0014161	7
2015	1	5	39	.0018596	8
2015	1	5	39	.0023601	9
2010	2	1	39	.0005119	1
2010	2	1	39	.0006012	2
2010	2	1	39	.0005703	3
2010	2	1	39	.0005666	4
2010	2	1	39	.0005685	5
2010	2	1	39	.0005443	6
2010	2	1	39	.0004095	7
2010	2	1	39	.0005218	8
2010	2	1	39	.000571	9
2010	2	2	39	.0006221	1
2010	2	2	39	.0006648	2
2010	2	2	39	.000663	3
2010	2	2	39	.000659	4
2010	2	2	39	.0006536	5
2010	2	2	39	.0006316	6
2010	2	2	39	.0004995	7
2010	2	2	39	.0006365	8
2010	2	2	39	.0006694	9
2010	2	3	39	.0007604	1
2010	2	3	39	.0008178	2
2010	2	3	39	.0008025	3
2010	2	3	39	.0007704	4
2010	2	3	39	.0007279	5
2010	2	3	39	.0007356	6
2010	2	3	39	.0005703	7
2010	2	3	39	.0007864	8
2010	2	3	39	.0007631	9
2010	2	4	39	.0010203	1
2010	2	4	39	.001027	2
2010	2	4	39	.0010077	3
2010	2	4	39	.0009835	4
2010	2	4	39	.0008696	5
2010	2	4	39	.0008955	6
2010	2	4	39	.0007008	7
2010	2	4	39	.0010194	8
2010	2	4	39	.0009625	9
2010	2	5	39	.0012839	1
2010	2	5	39	.001347	2
2010	2	5	39	.0013031	3
2010	2	5	39	.0011571	4
2010	2	5	39	.0010989	5
2010	2	5	39	.0011048	6
2010	2	5	39	.0008653	7
2010	2	5	39	.0012888	8
2010	2	5	39	.0012591	9
2011	2	1	39	.0005138	1
2011	2	1	39	.0005929	2
2011	2	1	39	.0005627	3
2011	2	1	39	.0005587	4
2011	2	1	39	.0005638	5
2011	2	1	39	.0005332	6
2011	2	1	39	.0003861	7
2011	2	1	39	.0005097	8
2011	2	1	39	.0005628	9
2011	2	2	39	.000621	1
2011	2	2	39	.0006516	2
2011	2	2	39	.0006557	3
2011	2	2	39	.0006499	4
2011	2	2	39	.0006438	5
2011	2	2	39	.0006172	6
2011	2	2	39	.0004756	7
2011	2	2	39	.0006209	8
2011	2	2	39	.0006582	9
2011	2	3	39	.0007538	1
2011	2	3	39	.0008061	2
2011	2	3	39	.0007943	3
2011	2	3	39	.0007571	4
2011	2	3	39	.0007152	5
2011	2	3	39	.0007219	6
2011	2	3	39	.000542	7
2011	2	3	39	.0007722	8
2011	2	3	39	.000752	9
2011	2	4	39	.001017	1
2011	2	4	39	.0010164	2
2011	2	4	39	.0010094	3
2011	2	4	39	.0009738	4
2011	2	4	39	.0008568	5
2011	2	4	39	.0008829	6
2011	2	4	39	.0006651	7
2011	2	4	39	.0009995	8
2011	2	4	39	.0009575	9
2011	2	5	39	.0012768	1
2011	2	5	39	.0013417	2
2011	2	5	39	.0013096	3
2011	2	5	39	.0011435	4
2011	2	5	39	.00109	5
2011	2	5	39	.0010904	6
2011	2	5	39	.0008228	7
2011	2	5	39	.0012704	8
2011	2	5	39	.0012639	9
2012	2	1	39	.0005138	1
2012	2	1	39	.0005929	2
2012	2	1	39	.0005627	3
2012	2	1	39	.0005587	4
2012	2	1	39	.0005638	5
2012	2	1	39	.0005332	6
2012	2	1	39	.0003861	7
2012	2	1	39	.0005097	8
2012	2	1	39	.0005628	9
2012	2	2	39	.000621	1
2012	2	2	39	.0006516	2
2012	2	2	39	.0006557	3
2012	2	2	39	.0006499	4
2012	2	2	39	.0006438	5
2012	2	2	39	.0006172	6
2012	2	2	39	.0004756	7
2012	2	2	39	.0006209	8
2012	2	2	39	.0006582	9
2012	2	3	39	.0007538	1
2012	2	3	39	.0008061	2
2012	2	3	39	.0007943	3
2012	2	3	39	.0007571	4
2012	2	3	39	.0007152	5
2012	2	3	39	.0007219	6
2012	2	3	39	.000542	7
2012	2	3	39	.0007722	8
2012	2	3	39	.000752	9
2012	2	4	39	.001017	1
2012	2	4	39	.0010164	2
2012	2	4	39	.0010094	3
2012	2	4	39	.0009738	4
2012	2	4	39	.0008568	5
2012	2	4	39	.0008829	6
2012	2	4	39	.0006651	7
2012	2	4	39	.0009995	8
2012	2	4	39	.0009575	9
2012	2	5	39	.0012768	1
2012	2	5	39	.0013417	2
2012	2	5	39	.0013096	3
2012	2	5	39	.0011435	4
2012	2	5	39	.00109	5
2012	2	5	39	.0010904	6
2012	2	5	39	.0008228	7
2012	2	5	39	.0012704	8
2012	2	5	39	.0012639	9
2013	2	1	39	.0005138	1
2013	2	1	39	.0005929	2
2013	2	1	39	.0005627	3
2013	2	1	39	.0005587	4
2013	2	1	39	.0005638	5
2013	2	1	39	.0005332	6
2013	2	1	39	.0003861	7
2013	2	1	39	.0005097	8
2013	2	1	39	.0005628	9
2013	2	2	39	.000621	1
2013	2	2	39	.0006516	2
2013	2	2	39	.0006557	3
2013	2	2	39	.0006499	4
2013	2	2	39	.0006438	5
2013	2	2	39	.0006172	6
2013	2	2	39	.0004756	7
2013	2	2	39	.0006209	8
2013	2	2	39	.0006582	9
2013	2	3	39	.0007538	1
2013	2	3	39	.0008061	2
2013	2	3	39	.0007943	3
2013	2	3	39	.0007571	4
2013	2	3	39	.0007152	5
2013	2	3	39	.0007219	6
2013	2	3	39	.000542	7
2013	2	3	39	.0007722	8
2013	2	3	39	.000752	9
2013	2	4	39	.001017	1
2013	2	4	39	.0010164	2
2013	2	4	39	.0010094	3
2013	2	4	39	.0009738	4
2013	2	4	39	.0008568	5
2013	2	4	39	.0008829	6
2013	2	4	39	.0006651	7
2013	2	4	39	.0009995	8
2013	2	4	39	.0009575	9
2013	2	5	39	.0012768	1
2013	2	5	39	.0013417	2
2013	2	5	39	.0013096	3
2013	2	5	39	.0011435	4
2013	2	5	39	.00109	5
2013	2	5	39	.0010904	6
2013	2	5	39	.0008228	7
2013	2	5	39	.0012704	8
2013	2	5	39	.0012639	9
2014	2	1	39	.0005138	1
2014	2	1	39	.0005929	2
2014	2	1	39	.0005627	3
2014	2	1	39	.0005587	4
2014	2	1	39	.0005638	5
2014	2	1	39	.0005332	6
2014	2	1	39	.0003861	7
2014	2	1	39	.0005097	8
2014	2	1	39	.0005628	9
2014	2	2	39	.000621	1
2014	2	2	39	.0006516	2
2014	2	2	39	.0006557	3
2014	2	2	39	.0006499	4
2014	2	2	39	.0006438	5
2014	2	2	39	.0006172	6
2014	2	2	39	.0004756	7
2014	2	2	39	.0006209	8
2014	2	2	39	.0006582	9
2014	2	3	39	.0007538	1
2014	2	3	39	.0008061	2
2014	2	3	39	.0007943	3
2014	2	3	39	.0007571	4
2014	2	3	39	.0007152	5
2014	2	3	39	.0007219	6
2014	2	3	39	.000542	7
2014	2	3	39	.0007722	8
2014	2	3	39	.000752	9
2014	2	4	39	.001017	1
2014	2	4	39	.0010164	2
2014	2	4	39	.0010094	3
2014	2	4	39	.0009738	4
2014	2	4	39	.0008568	5
2014	2	4	39	.0008829	6
2014	2	4	39	.0006651	7
2014	2	4	39	.0009995	8
2014	2	4	39	.0009575	9
2014	2	5	39	.0012768	1
2014	2	5	39	.0013417	2
2014	2	5	39	.0013096	3
2014	2	5	39	.0011435	4
2014	2	5	39	.00109	5
2014	2	5	39	.0010904	6
2014	2	5	39	.0008228	7
2014	2	5	39	.0012704	8
2014	2	5	39	.0012639	9
2015	2	1	39	.0005138	1
2015	2	1	39	.0005929	2
2015	2	1	39	.0005627	3
2015	2	1	39	.0005587	4
2015	2	1	39	.0005638	5
2015	2	1	39	.0005332	6
2015	2	1	39	.0003861	7
2015	2	1	39	.0005097	8
2015	2	1	39	.0005628	9
2015	2	2	39	.000621	1
2015	2	2	39	.0006516	2
2015	2	2	39	.0006557	3
2015	2	2	39	.0006499	4
2015	2	2	39	.0006438	5
2015	2	2	39	.0006172	6
2015	2	2	39	.0004756	7
2015	2	2	39	.0006209	8
2015	2	2	39	.0006582	9
2015	2	3	39	.0007538	1
2015	2	3	39	.0008061	2
2015	2	3	39	.0007943	3
2015	2	3	39	.0007571	4
2015	2	3	39	.0007152	5
2015	2	3	39	.0007219	6
2015	2	3	39	.000542	7
2015	2	3	39	.0007722	8
2015	2	3	39	.000752	9
2015	2	4	39	.001017	1
2015	2	4	39	.0010164	2
2015	2	4	39	.0010094	3
2015	2	4	39	.0009738	4
2015	2	4	39	.0008568	5
2015	2	4	39	.0008829	6
2015	2	4	39	.0006651	7
2015	2	4	39	.0009995	8
2015	2	4	39	.0009575	9
2015	2	5	39	.0012768	1
2015	2	5	39	.0013417	2
2015	2	5	39	.0013096	3
2015	2	5	39	.0011435	4
2015	2	5	39	.00109	5
2015	2	5	39	.0010904	6
2015	2	5	39	.0008228	7
2015	2	5	39	.0012704	8
2015	2	5	39	.0012639	9
2010	1	1	40	.0008398	1
2010	1	1	40	.0009172	2
2010	1	1	40	.0009011	3
2010	1	1	40	.0008428	4
2010	1	1	40	.0008861	5
2010	1	1	40	.0007695	6
2010	1	1	40	.0006866	7
2010	1	1	40	.0007457	8
2010	1	1	40	.0008481	9
2010	1	2	40	.0010257	1
2010	1	2	40	.0011376	2
2010	1	2	40	.0010838	3
2010	1	2	40	.0010331	4
2010	1	2	40	.0010757	5
2010	1	2	40	.0009858	6
2010	1	2	40	.0008373	7
2010	1	2	40	.0009598	8
2010	1	2	40	.0010691	9
2010	1	3	40	.0013192	1
2010	1	3	40	.001458	2
2010	1	3	40	.0013862	3
2010	1	3	40	.0013116	4
2010	1	3	40	.001291	5
2010	1	3	40	.0012534	6
2010	1	3	40	.0010223	7
2010	1	3	40	.0012344	8
2010	1	3	40	.0013494	9
2010	1	4	40	.0017704	1
2010	1	4	40	.001965	2
2010	1	4	40	.0017886	3
2010	1	4	40	.0017658	4
2010	1	4	40	.0016169	5
2010	1	4	40	.0016741	6
2010	1	4	40	.0012886	7
2010	1	4	40	.0016224	8
2010	1	4	40	.0017988	9
2010	1	5	40	.00249	1
2010	1	5	40	.0027467	2
2010	1	5	40	.0024367	3
2010	1	5	40	.0023041	4
2010	1	5	40	.0020587	5
2010	1	5	40	.0022844	6
2010	1	5	40	.0016679	7
2010	1	5	40	.0021013	8
2010	1	5	40	.0025277	9
2011	1	1	40	.0008503	1
2011	1	1	40	.0009134	2
2011	1	1	40	.0009031	3
2011	1	1	40	.00084	4
2011	1	1	40	.0008894	5
2011	1	1	40	.0007594	6
2011	1	1	40	.0006727	7
2011	1	1	40	.0007323	8
2011	1	1	40	.0008475	9
2011	1	2	40	.0010335	1
2011	1	2	40	.0011289	2
2011	1	2	40	.001085	3
2011	1	2	40	.0010232	4
2011	1	2	40	.0010738	5
2011	1	2	40	.0009732	6
2011	1	2	40	.0008125	7
2011	1	2	40	.0009423	8
2011	1	2	40	.0010662	9
2011	1	3	40	.0013255	1
2011	1	3	40	.0014482	2
2011	1	3	40	.0013854	3
2011	1	3	40	.0012978	4
2011	1	3	40	.0012837	5
2011	1	3	40	.0012415	6
2011	1	3	40	.0009852	7
2011	1	3	40	.0012141	8
2011	1	3	40	.0013455	9
2011	1	4	40	.0017769	1
2011	1	4	40	.0019453	2
2011	1	4	40	.0017893	3
2011	1	4	40	.0017522	4
2011	1	4	40	.001599	5
2011	1	4	40	.0016653	6
2011	1	4	40	.0012308	7
2011	1	4	40	.0015904	8
2011	1	4	40	.0017946	9
2011	1	5	40	.0025016	1
2011	1	5	40	.0027178	2
2011	1	5	40	.0024343	3
2011	1	5	40	.0022789	4
2011	1	5	40	.0020324	5
2011	1	5	40	.0022775	6
2011	1	5	40	.0015852	7
2011	1	5	40	.0020496	8
2011	1	5	40	.0025239	9
2012	1	1	40	.0008503	1
2012	1	1	40	.0009134	2
2012	1	1	40	.0009031	3
2012	1	1	40	.00084	4
2012	1	1	40	.0008894	5
2012	1	1	40	.0007594	6
2012	1	1	40	.0006727	7
2012	1	1	40	.0007323	8
2012	1	1	40	.0008475	9
2012	1	2	40	.0010335	1
2012	1	2	40	.0011289	2
2012	1	2	40	.001085	3
2012	1	2	40	.0010232	4
2012	1	2	40	.0010738	5
2012	1	2	40	.0009732	6
2012	1	2	40	.0008125	7
2012	1	2	40	.0009423	8
2012	1	2	40	.0010662	9
2012	1	3	40	.0013255	1
2012	1	3	40	.0014482	2
2012	1	3	40	.0013854	3
2012	1	3	40	.0012978	4
2012	1	3	40	.0012837	5
2012	1	3	40	.0012415	6
2012	1	3	40	.0009852	7
2012	1	3	40	.0012141	8
2012	1	3	40	.0013455	9
2012	1	4	40	.0017769	1
2012	1	4	40	.0019453	2
2012	1	4	40	.0017893	3
2012	1	4	40	.0017522	4
2012	1	4	40	.001599	5
2012	1	4	40	.0016653	6
2012	1	4	40	.0012308	7
2012	1	4	40	.0015904	8
2012	1	4	40	.0017946	9
2012	1	5	40	.0025016	1
2012	1	5	40	.0027178	2
2012	1	5	40	.0024343	3
2012	1	5	40	.0022789	4
2012	1	5	40	.0020324	5
2012	1	5	40	.0022775	6
2012	1	5	40	.0015852	7
2012	1	5	40	.0020496	8
2012	1	5	40	.0025239	9
2013	1	1	40	.0008503	1
2013	1	1	40	.0009134	2
2013	1	1	40	.0009031	3
2013	1	1	40	.00084	4
2013	1	1	40	.0008894	5
2013	1	1	40	.0007594	6
2013	1	1	40	.0006727	7
2013	1	1	40	.0007323	8
2013	1	1	40	.0008475	9
2013	1	2	40	.0010335	1
2013	1	2	40	.0011289	2
2013	1	2	40	.001085	3
2013	1	2	40	.0010232	4
2013	1	2	40	.0010738	5
2013	1	2	40	.0009732	6
2013	1	2	40	.0008125	7
2013	1	2	40	.0009423	8
2013	1	2	40	.0010662	9
2013	1	3	40	.0013255	1
2013	1	3	40	.0014482	2
2013	1	3	40	.0013854	3
2013	1	3	40	.0012978	4
2013	1	3	40	.0012837	5
2013	1	3	40	.0012415	6
2013	1	3	40	.0009852	7
2013	1	3	40	.0012141	8
2013	1	3	40	.0013455	9
2013	1	4	40	.0017769	1
2013	1	4	40	.0019453	2
2013	1	4	40	.0017893	3
2013	1	4	40	.0017522	4
2013	1	4	40	.001599	5
2013	1	4	40	.0016653	6
2013	1	4	40	.0012308	7
2013	1	4	40	.0015904	8
2013	1	4	40	.0017946	9
2013	1	5	40	.0025016	1
2013	1	5	40	.0027178	2
2013	1	5	40	.0024343	3
2013	1	5	40	.0022789	4
2013	1	5	40	.0020324	5
2013	1	5	40	.0022775	6
2013	1	5	40	.0015852	7
2013	1	5	40	.0020496	8
2013	1	5	40	.0025239	9
2014	1	1	40	.0008503	1
2014	1	1	40	.0009134	2
2014	1	1	40	.0009031	3
2014	1	1	40	.00084	4
2014	1	1	40	.0008894	5
2014	1	1	40	.0007594	6
2014	1	1	40	.0006727	7
2014	1	1	40	.0007323	8
2014	1	1	40	.0008475	9
2014	1	2	40	.0010335	1
2014	1	2	40	.0011289	2
2014	1	2	40	.001085	3
2014	1	2	40	.0010232	4
2014	1	2	40	.0010738	5
2014	1	2	40	.0009732	6
2014	1	2	40	.0008125	7
2014	1	2	40	.0009423	8
2014	1	2	40	.0010662	9
2014	1	3	40	.0013255	1
2014	1	3	40	.0014482	2
2014	1	3	40	.0013854	3
2014	1	3	40	.0012978	4
2014	1	3	40	.0012837	5
2014	1	3	40	.0012415	6
2014	1	3	40	.0009852	7
2014	1	3	40	.0012141	8
2014	1	3	40	.0013455	9
2014	1	4	40	.0017769	1
2014	1	4	40	.0019453	2
2014	1	4	40	.0017893	3
2014	1	4	40	.0017522	4
2014	1	4	40	.001599	5
2014	1	4	40	.0016653	6
2014	1	4	40	.0012308	7
2014	1	4	40	.0015904	8
2014	1	4	40	.0017946	9
2014	1	5	40	.0025016	1
2014	1	5	40	.0027178	2
2014	1	5	40	.0024343	3
2014	1	5	40	.0022789	4
2014	1	5	40	.0020324	5
2014	1	5	40	.0022775	6
2014	1	5	40	.0015852	7
2014	1	5	40	.0020496	8
2014	1	5	40	.0025239	9
2015	1	1	40	.0008503	1
2015	1	1	40	.0009134	2
2015	1	1	40	.0009031	3
2015	1	1	40	.00084	4
2015	1	1	40	.0008894	5
2015	1	1	40	.0007594	6
2015	1	1	40	.0006727	7
2015	1	1	40	.0007323	8
2015	1	1	40	.0008475	9
2015	1	2	40	.0010335	1
2015	1	2	40	.0011289	2
2015	1	2	40	.001085	3
2015	1	2	40	.0010232	4
2015	1	2	40	.0010738	5
2015	1	2	40	.0009732	6
2015	1	2	40	.0008125	7
2015	1	2	40	.0009423	8
2015	1	2	40	.0010662	9
2015	1	3	40	.0013255	1
2015	1	3	40	.0014482	2
2015	1	3	40	.0013854	3
2015	1	3	40	.0012978	4
2015	1	3	40	.0012837	5
2015	1	3	40	.0012415	6
2015	1	3	40	.0009852	7
2015	1	3	40	.0012141	8
2015	1	3	40	.0013455	9
2015	1	4	40	.0017769	1
2015	1	4	40	.0019453	2
2015	1	4	40	.0017893	3
2015	1	4	40	.0017522	4
2015	1	4	40	.001599	5
2015	1	4	40	.0016653	6
2015	1	4	40	.0012308	7
2015	1	4	40	.0015904	8
2015	1	4	40	.0017946	9
2015	1	5	40	.0025016	1
2015	1	5	40	.0027178	2
2015	1	5	40	.0024343	3
2015	1	5	40	.0022789	4
2015	1	5	40	.0020324	5
2015	1	5	40	.0022775	6
2015	1	5	40	.0015852	7
2015	1	5	40	.0020496	8
2015	1	5	40	.0025239	9
2010	2	1	40	.000556	1
2010	2	1	40	.0006549	2
2010	2	1	40	.0006215	3
2010	2	1	40	.0006222	4
2010	2	1	40	.0006212	5
2010	2	1	40	.0005925	6
2010	2	1	40	.0004583	7
2010	2	1	40	.0005735	8
2010	2	1	40	.0006224	9
2010	2	2	40	.0006767	1
2010	2	2	40	.0007261	2
2010	2	2	40	.0007235	3
2010	2	2	40	.0007245	4
2010	2	2	40	.0007167	5
2010	2	2	40	.0006894	6
2010	2	2	40	.0005592	7
2010	2	2	40	.0006998	8
2010	2	2	40	.0007311	9
2010	2	3	40	.0008293	1
2010	2	3	40	.0008963	2
2010	2	3	40	.0008767	3
2010	2	3	40	.0008477	4
2010	2	3	40	.0008016	5
2010	2	3	40	.0008052	6
2010	2	3	40	.0006387	7
2010	2	3	40	.0008654	8
2010	2	3	40	.0008355	9
2010	2	4	40	.0011164	1
2010	2	4	40	.0011296	2
2010	2	4	40	.0011021	3
2010	2	4	40	.0010833	4
2010	2	4	40	.0009616	5
2010	2	4	40	.0009834	6
2010	2	4	40	.0007854	7
2010	2	4	40	.0011237	8
2010	2	4	40	.0010565	9
2010	2	5	40	.0014105	1
2010	2	5	40	.0014865	2
2010	2	5	40	.0014265	3
2010	2	5	40	.0012756	4
2010	2	5	40	.0012197	5
2010	2	5	40	.0012164	6
2010	2	5	40	.0009708	7
2010	2	5	40	.0014241	8
2010	2	5	40	.0013853	9
2011	2	1	40	.0005576	1
2011	2	1	40	.0006464	2
2011	2	1	40	.0006137	3
2011	2	1	40	.0006145	4
2011	2	1	40	.0006173	5
2011	2	1	40	.0005809	6
2011	2	1	40	.0004342	7
2011	2	1	40	.0005613	8
2011	2	1	40	.0006148	9
2011	2	2	40	.0006752	1
2011	2	2	40	.0007124	2
2011	2	2	40	.0007159	3
2011	2	2	40	.0007156	4
2011	2	2	40	.0007073	5
2011	2	2	40	.0006743	6
2011	2	2	40	.0005349	7
2011	2	2	40	.0006839	8
2011	2	2	40	.0007201	9
2011	2	3	40	.0008219	1
2011	2	3	40	.0008839	2
2011	2	3	40	.000868	3
2011	2	3	40	.0008344	4
2011	2	3	40	.0007886	5
2011	2	3	40	.0007912	6
2011	2	3	40	.0006099	7
2011	2	3	40	.0008515	8
2011	2	3	40	.0008242	9
2011	2	4	40	.0011128	1
2011	2	4	40	.0011181	2
2011	2	4	40	.0011042	3
2011	2	4	40	.001074	4
2011	2	4	40	.0009481	5
2011	2	4	40	.0009707	6
2011	2	4	40	.0007492	7
2011	2	4	40	.001104	8
2011	2	4	40	.0010515	9
2011	2	5	40	.0014032	1
2011	2	5	40	.0014807	2
2011	2	5	40	.0014337	3
2011	2	5	40	.0012621	4
2011	2	5	40	.0012099	5
2011	2	5	40	.0012023	6
2011	2	5	40	.000928	7
2011	2	5	40	.0014065	8
2011	2	5	40	.0013904	9
2012	2	1	40	.0005576	1
2012	2	1	40	.0006464	2
2012	2	1	40	.0006137	3
2012	2	1	40	.0006145	4
2012	2	1	40	.0006173	5
2012	2	1	40	.0005809	6
2012	2	1	40	.0004342	7
2012	2	1	40	.0005613	8
2012	2	1	40	.0006148	9
2012	2	2	40	.0006752	1
2012	2	2	40	.0007124	2
2012	2	2	40	.0007159	3
2012	2	2	40	.0007156	4
2012	2	2	40	.0007073	5
2012	2	2	40	.0006743	6
2012	2	2	40	.0005349	7
